-4.717,16.248,4,4,-7.179,-1.028,4,4
-0.403,15.33,4,4,-7.072,-0.872,4,4
-4.023,16.036,4,4,-7.058,-1.031,4,4
-5.356,17.514,4,4,-7.049,-1.104,4,4
-5.368,17.554,4,5,-7.224,-1.033,4,4
-5.341,17.524,4,5,-7.196,-1.049,4,4
-5.341,17.524,4,5,-6.883,-1.312,4,4
-0.495,13.969,4,4,-4.169,-2.984,4,4
-0.854,14,4,4,-0.332,-5.077,4,4
-1.03,13.958,4,4,0.838,-5.721,4,4
-0.585,14.995,4,4,0.611,-5.702,4,4
-0.811,15.493,4,4,0.59,-5.713,4,4
-5.352,18.691,4,4,0.441,-5.63,4,4
-9.023,21.457,4,4,0.413,-5.289,4,4
-8.356,19.989,4,4,0.334,-5,4,4
-8.328,19.237,4,4,0.285,-5.135,4,4
-2.006,16.04,4,4,0.208,-5.327,4,4
-0.25,13.323,4,4,0.166,-5.314,4,4
-5.225,13.935,4,4,0.243,-5.368,4,4
-5.648,14.267,4,4,0.358,-5.339,4,4
-5.66,13.898,4,4,0.387,-5.148,4,4
-4.848,11.452,4,4,0.486,-5.215,4,4
-2.372,10.586,4,4,0.443,-5.457,4,4
-0.578,10.775,4,4,0.477,-5.518,4,4
-0.576,9.985,4,4,0.457,-5.39,4,4
-4.08,10.132,4,4,0.362,-6.013,4,4
-3.321,10.368,4,4,0.114,-7.276,4,4
1.518,9.433,4,4,-0.012,-8.075,4,4
-4.296,12.892,4,4,-0.219,-8.206,4,4
-10.385,17.057,4,4,-0.281,-7.908,4,4
-2.828,12.933,4,4,-0.208,-7.771,4,4
-2.291,12.694,4,4,-0.276,-7.916,4,4
-6.484,14.855,4,4,-0.467,-7.667,4,4
-1.169,12.307,4,4,-0.537,-7.909,4,4
1.724,11.812,4,4,-0.595,-8.278,4,4
-2.475,18.479,4,4,-0.237,-7.963,4,4
-2.876,18.068,4,4,-0.394,-8.113,4,4
1.742,11.304,4,4,-0.26,-8.183,4,4
0.565,8.592,4,4,-0.107,-8.13,4,4
-5.291,6.226,4,4,-0.117,-8.42,4,4
-10.518,8.662,4,4,0.153,-8.299,4,4
-11.263,9.893,4,4,0.198,-8.54,4,4
-11.025,8.912,4,4,0.158,-8.125,4,4
-10.96,9.97,4,4,0.249,-8.296,5,5
-10.976,11.242,4,4,0.198,-8.4,5,5
-10.84,10.611,4,4,0.333,-8.556,5,5
-10.655,9.737,4,4,0.321,-8.777,5,5
-10.585,10.183,4,4,0.396,-8.975,5,5
-10.395,9.711,4,4,0.247,-9.08,5,5
-10.327,8.758,4,4,0.195,-9.251,5,5
-10.372,8.649,4,4,-0.415,-10.206,4,4
-10.31,8.379,4,4,0.142,-10.282,4,4
-10.35,8.092,4,4,0.572,-10.888,4,4
-10.471,8.066,4,4,0.549,-11.538,4,4
-10.533,7.962,4,4,0.51,-8.576,4,4
-10.704,8.559,4,4,0.398,-5.533,4,4
-13.382,9.401,4,4,0.353,-5.519,4,4
-13.375,9.38,5,5,0.192,-6.112,4,4
-13.373,9.376,5,5,0.165,-6.433,4,4
-13.363,9.38,5,5,0.087,-6.386,4,4
-13.376,9.405,5,5,-0.055,-6.78,4,4
-13.337,9.403,5,5,0.077,-7.006,4,4
-13.268,9.401,5,5,0.1,-7.128,4,4
-11.453,4.429,4,4,0.135,-7.271,4,4
-10.222,6.982,4,4,0.083,-7.19,4,4
-9.305,7.855,4,4,0.09,-7.213,4,4
-4.916,5.886,4,4,0.181,-7.434,4,4
-0.178,5.922,4,4,0.181,-7.405,4,4
0.161,9.768,4,4,0.071,-2.129,4,4
0.681,12.656,4,4,-0.07,-1.867,4,4
-2.427,16.736,4,4,0.01,-6.988,4,4
-2.401,16.232,4,4,-0.052,-2.648,4,4
0.939,10.015,4,4,-0.115,-2.722,4,4
0.72,5.916,4,4,-0.012,-7.263,4,4
0.591,6.947,4,4,-4.76,1.456,4,4
0.399,9.997,4,4,-10.469,9.82,4,4
4.127,9.533,4,4,-6.488,4.655,4,4
3.089,9.897,4,4,-8.988,8.467,4,4
-2.155,5.315,4,4,-8.53,8.204,4,4
-2.273,0.493,4,4,-0.436,-1.801,4,4
-1.982,0.485,4,4,-0.416,-2.216,4,4
-1.862,0.134,4,4,-0.274,-2.264,4,4
-1.591,-0.565,4,4,-0.37,-2.419,4,4
-0.572,3.234,4,4,-0.416,-2.333,4,4
0.464,8.434,4,4,-0.202,-2.383,4,4
0.62,8.812,4,4,-0.28,-2.711,4,4
0.493,7.439,4,4,-0.051,-2.648,4,4
0.378,4.704,4,4,-0.213,-2.954,4,4
0.073,1.638,4,4,-0.048,-2.926,4,4
-0.159,0.778,4,4,0.238,-2.672,4,4
-0.359,-0.776,4,4,0.134,-3.027,4,4
-0.444,-2.7,4,4,-0.103,0.285,4,4
-0.396,-3.186,4,4,-0.371,0.074,5,5
-0.522,-3.723,4,4,-0.477,-0.095,5,5
-0.552,-4.255,4,4,-0.658,-0.104,5,5
-0.507,-4.697,4,4,-0.813,-0.14,5,5
-0.512,-4.978,4,4,-0.986,-0.218,5,5
-0.4,-4.076,4,4,-1.005,-0.348,5,5
-0.501,-3.473,4,4,-1.058,-0.437,5,5
-0.741,-3.708,4,4,-1.214,-0.596,5,5
-0.839,-3.619,4,4,-1.251,-0.779,5,5
-0.897,-3.67,4,4,-32.363,427,5,4
-1.033,-3.801,4,4,-31.61,428.9,5,4
-1.011,-3.737,4,4,-25.784,494.62,4,4
-0.968,-3.703,4,4,-18.662,583.54,4,4
-1.011,-3.767,4,4,13.678,-1869.4,4,4
-1.008,-3.636,4,4,2.093,4.872,4,4
-1.014,-3.867,4,4,5.493,16.977,4,4
-1.04,-3.905,4,4,6.478,13.799,4,4
-1.162,-3.904,4,4,7.878,11.44,4,4
-1.167,-3.803,4,4,10.547,8.095,4,4
-0.928,-3.654,4,4,11.673,4.775,4,4
-0.26,-3.227,4,4,10.685,5.421,4,4
0.181,-2.893,4,4,10.499,4.802,4,4
0.12,-3.01,4,4,10.48,3.466,4,4
0.125,-2.904,4,4,9.643,4.079,4,4
0.058,-2.989,4,4,9.724,2.538,4,4
-0.044,-2.914,4,4,11.401,-0.519,4,4
-0.023,-2.89,4,4,12.684,-2.07,4,4
0.048,-3.144,4,4,12.407,-2.925,4,4
-0.061,-3.073,4,4,11.997,-2.797,4,4
-0.069,-2.883,4,4,11.549,-2.196,4,4
-0.003,-2.644,4,4,11.244,-2.217,4,4
0.22,-1.211,4,4,11.023,-2.969,4,4
0.19,0.222,4,4,10.597,-2.729,4,4
-0.229,0.555,4,4,10.567,-2.023,4,4
-0.416,0.85,4,4,10.299,-3.329,4,4
-0.41,0.909,4,4,10.124,-2.66,4,4
-0.413,0.975,4,4,10.344,-1.697,4,4
-0.435,1.144,4,4,10.051,-3.388,4,4
-0.451,1.173,4,4,10.106,-3.272,4,4
-0.434,1.144,4,4,9.677,-2.707,4,4
-0.438,1.15,4,4,9.61,-3.154,4,4
-0.357,1.082,4,4,9.224,-3.238,4,4
-0.2,1.111,4,4,5.832,-5.896,4,4
-0.194,1.143,4,4,2.19,-8.573,4,4
-0.19,1.133,4,4,0.777,-8.17,4,4
-0.134,1.264,4,4,0.437,-7.109,4,4
-0.114,1.1,4,4,0.286,-6.498,4,4
-0.161,0.92,4,4,0.134,-6.245,4,4
-0.383,-0.215,4,4,-0.038,-5.918,4,4
0.394,4.589,4,4,-0.214,-5.302,4,4
1.536,12.325,4,4,0.001,-5.196,4,4
1.422,13.544,4,4,0.05,-5.067,4,4
4.03,11.581,4,4,0.181,-4.462,4,4
7.051,9.687,4,4,0.173,-4.389,4,4
7.006,9.456,4,4,-0.074,-4.433,4,4
3.386,2.531,4,4,0.14,-4.512,4,4
-0.356,-4.906,4,4,0.1,-4.741,4,4
-0.602,-5.091,4,4,-0.07,-4.553,4,4
-0.736,-5.145,4,4,-0.181,-4.659,4,4
-0.744,-4.99,4,4,-0.154,-4.786,4,4
-0.671,-5.082,4,4,-0.246,-4.718,4,4
-0.746,-5.219,4,4,-0.225,-4.686,4,4
-0.868,-5.303,4,4,-0.329,-4.313,4,4
4.795,2.102,4,4,-0.136,-4.164,4,4
4.669,3.166,4,4,-0.408,-4.229,4,4
-1.277,-2.856,4,4,-0.996,-3.253,4,4
-1.387,-2.221,4,4,-0.916,-2.656,4,4
-1.495,-2.2,4,4,-1.209,-2.858,4,4
-1.568,-2.254,4,4,-1.313,-2.394,4,4
-1.597,-2.031,4,4,-1.223,-2.198,4,4
-1.556,-1.965,4,4,-1.109,-2.492,4,4
-1.61,-2.172,4,4,-0.999,-1.977,4,4
-1.537,-2.009,4,4,-1.183,-1.683,4,4
-1.408,-1.816,4,4,-1.254,-1.642,4,4
-1.442,-1.763,4,4,-1.156,-1.161,4,4
-1.506,-1.737,4,4,-1.294,-1.237,4,4
-2.521,-0.588,4,4,-1.227,-1.399,4,4
-4.582,2.254,4,4,-1.254,-1.033,4,4
-6.123,3.949,4,4,-1.205,-1.017,4,4
-6.939,3.984,4,4,-1.151,-1.182,4,4
-7.35,4.169,4,4,-1.16,-1.197,4,4
-7.455,4.297,4,4,-1.107,-1.586,4,4
-7.646,4.198,4,4,-1.089,-2.509,4,4
-7.684,4.151,4,4,-1.166,-2.667,4,4
-7.628,4.215,4,4,-1.27,-2.337,4,4
-7.651,4.219,4,4,-1.287,-2.518,4,4
-7.817,4.039,4,4,-1.14,-2.687,4,4
-7.861,4.165,4,4,-1.334,-2.358,4,4
