45.557,17.933,5,4,2.817,0.869,4,4
44.607,17.412,5,4,2.862,0.657,4,4
44.793,18.105,5,4,2.817,0.317,4,4
44.825,18.082,5,5,2.934,0.178,4,4
44.825,18.082,5,5,2.829,-1.444,4,4
44.816,18.101,4,5,2.631,-6.088,4,4
44.847,18.078,4,5,2.194,-8.11,4,4
44.832,18.069,5,5,2.083,-7.503,4,4
44.835,18.045,4,5,2.218,-7.963,4,4
-5.288,9.825,4,4,2.277,-7.802,4,4
2.559,16.576,4,4,2.118,-7.245,4,4
2.566,16.5,4,5,2.031,-7.024,4,4
2.509,16.389,4,5,1.881,-6.644,4,4
2.545,16.303,4,5,1.83,-6.398,4,4
2.532,16.142,4,5,1.877,-6.597,4,4
2.483,16.034,4,5,1.913,-6.568,4,4
2.443,15.874,4,5,1.848,-6.299,4,4
2.405,15.62,4,5,1.788,-6.526,4,4
2.398,15.453,4,5,1.795,-6.24,4,4
2.423,15.374,4,5,1.722,-6.272,4,4
2.453,15.223,4,5,1.916,-6.183,4,4
2.539,15.138,4,5,2.688,-3.177,4,4
6.701,23.703,4,4,3.629,-0.105,4,4
6.706,23.607,4,5,3.706,0.81,4,4
6.689,23.526,5,5,3.478,0.708,4,4
6.657,23.465,4,5,3.491,-0.078,4,4
7.043,27.73,4,4,3.458,0.189,4,4
10.857,21.83,4,4,3.433,0.85,4,4
14.368,17.526,4,4,3.494,0.191,4,4
5.704,13.956,4,4,3.606,-0.141,4,4
7.32,6.65,4,4,3.527,-0.219,4,4
-0.419,-13.941,4,4,3.66,-0.184,4,4
-6.287,-11.083,4,4,3.562,-0.151,4,4
-5.228,-11.207,4,4,3.484,-0.349,4,4
-7.393,-17.99,4,4,3.407,-0.303,4,4
3.919,-3.651,4,4,2.186,-2.768,4,4
7.524,-4.405,4,4,0.654,-5.112,4,4
8.422,-4.991,4,4,0.269,-5.146,4,4
8.26,-5.505,4,4,0.348,-5.008,4,4
8.341,-5.691,4,4,0.41,-5.098,4,4
8.368,-5.763,4,4,0.4,-5.085,4,4
8.414,-6.008,4,4,0.307,-4.736,4,4
8.455,-6.273,4,4,0.256,-4.594,4,4
8.349,-6.426,4,4,0.342,-4.28,4,4
8.546,-6.298,4,4,0.349,-4.076,4,4
8.661,-6.154,4,4,0.365,-4.116,4,4
8.8,-6.295,4,4,0.433,-4.234,4,4
8.945,-6.209,4,4,0.513,-4.051,4,4
8.921,-6.006,4,4,0.46,-4.039,4,4
8.821,-5.943,4,4,0.398,-4.155,4,4
8.878,-5.936,4,4,0.484,-4.09,4,4
8.911,-6.113,4,4,0.593,-4.548,4,4
9.415,-5.616,4,4,0.533,-4.473,4,4
11.419,-4.51,4,4,0.393,-4.023,4,4
12.918,-3.53,4,4,0.311,-3.871,4,4
12.958,-2.912,4,4,0.315,-3.667,4,4
12.8,-2.449,4,4,0.324,-3.787,4,4
12.901,-2.332,4,4,0.322,-3.892,4,4
12.945,-2.525,4,4,0.264,-3.515,4,4
13.065,-2.105,4,4,0.257,-3.622,4,4
13.212,-1.757,4,4,0.273,-4.011,4,4
12.816,-1.706,4,4,0.197,-3.736,4,4
